premise,hypothesis,prediction,pred_label,gold_label
Does this cashier's cafe that isn't wasting away annoy James?,This cashier has exactly one cafe that isn't wasting away.,"{'entailment': 1.1, 'neutral': 97.9, 'contradiction': 1.0}",neutral,entailment
Does this cashier's cafe that isn't wasting away annoy James?,This cashier doesn't have exactly one cafe that isn't wasting away.,"{'entailment': 1.4, 'neutral': 19.9, 'contradiction': 78.7}",contradiction,contradiction
Does this cashier's cafe that isn't wasting away annoy James?,Melanie has exactly one cafe that isn't wasting away.,"{'entailment': 0.4, 'neutral': 30.5, 'contradiction': 69.1}",contradiction,neutral
This cashier's cafe that isn't wasting away might annoy James.,This cashier has exactly one cafe that isn't wasting away.,"{'entailment': 1.3, 'neutral': 98.2, 'contradiction': 0.5}",neutral,entailment
This cashier's cafe that isn't wasting away might annoy James.,This cashier doesn't have exactly one cafe that isn't wasting away.,"{'entailment': 0.6, 'neutral': 9.0, 'contradiction': 90.4}",contradiction,contradiction
This cashier's cafe that isn't wasting away might annoy James.,Melanie has exactly one cafe that isn't wasting away.,"{'entailment': 1.2, 'neutral': 91.9, 'contradiction': 6.9}",contradiction,neutral
"If this cashier's cafe that isn't wasting away does annoy James, it's okay.",This cashier has exactly one cafe that isn't wasting away.,"{'entailment': 0.8, 'neutral': 98.6, 'contradiction': 0.6}",neutral,entailment
"If this cashier's cafe that isn't wasting away does annoy James, it's okay.",This cashier doesn't have exactly one cafe that isn't wasting away.,"{'entailment': 0.8, 'neutral': 24.1, 'contradiction': 75.1}",contradiction,contradiction
"If this cashier's cafe that isn't wasting away does annoy James, it's okay.",Melanie has exactly one cafe that isn't wasting away.,"{'entailment': 0.6, 'neutral': 73.6, 'contradiction': 25.8}",contradiction,neutral
This cashier's cafe that isn't wasting away doesn't annoy James.,This cashier's cafe that isn't wasting away does annoy James.,"{'entailment': 0.0, 'neutral': 0.1, 'contradiction': 99.8}",contradiction,contradiction
Does this cashier's cafe that isn't wasting away annoy James?,This cashier's cafe that isn't wasting away does annoy James.,"{'entailment': 1.9, 'neutral': 97.1, 'contradiction': 1.0}",neutral,neutral
This cashier's cafe that isn't wasting away might annoy James.,This cashier's cafe that isn't wasting away does annoy James.,"{'entailment': 1.7, 'neutral': 93.4, 'contradiction': 4.9}",contradiction,neutral
"If this cashier's cafe that isn't wasting away does annoy James, it's okay.",This cashier's cafe that isn't wasting away does annoy James.,"{'entailment': 49.2, 'neutral': 49.9, 'contradiction': 0.9}",neutral,neutral
Carrie's spotlight that was scaring Barbara does vanish.,Carrie has exactly one spotlight that was scaring Barbara.,"{'entailment': 5.4, 'neutral': 93.4, 'contradiction': 1.2}",neutral,entailment
Carrie's spotlight that was scaring Barbara does vanish.,Carrie doesn't have exactly one spotlight that was scaring Barbara.,"{'entailment': 30.3, 'neutral': 53.9, 'contradiction': 15.8}",neutral,contradiction
Carrie's spotlight that was scaring Barbara does vanish.,Martin has exactly one spotlight that was scaring Barbara.,"{'entailment': 0.2, 'neutral': 1.4, 'contradiction': 98.4}",contradiction,neutral
Carrie's spotlight that was scaring Barbara doesn't vanish.,Carrie has exactly one spotlight that was scaring Barbara.,"{'entailment': 3.8, 'neutral': 95.3, 'contradiction': 0.9}",neutral,entailment
Carrie's spotlight that was scaring Barbara doesn't vanish.,Carrie doesn't have exactly one spotlight that was scaring Barbara.,"{'entailment': 2.0, 'neutral': 17.5, 'contradiction': 80.6}",contradiction,contradiction
Carrie's spotlight that was scaring Barbara doesn't vanish.,Martin has exactly one spotlight that was scaring Barbara.,"{'entailment': 0.2, 'neutral': 1.2, 'contradiction': 98.6}",contradiction,neutral
Does Carrie's spotlight that was scaring Barbara vanish?,Carrie has exactly one spotlight that was scaring Barbara.,"{'entailment': 2.9, 'neutral': 95.9, 'contradiction': 1.2}",neutral,entailment
Does Carrie's spotlight that was scaring Barbara vanish?,Carrie doesn't have exactly one spotlight that was scaring Barbara.,"{'entailment': 19.2, 'neutral': 62.9, 'contradiction': 17.8}",neutral,contradiction
Does Carrie's spotlight that was scaring Barbara vanish?,Martin has exactly one spotlight that was scaring Barbara.,"{'entailment': 0.3, 'neutral': 4.9, 'contradiction': 94.8}",contradiction,neutral
Carrie's spotlight that was scaring Barbara might vanish.,Carrie has exactly one spotlight that was scaring Barbara.,"{'entailment': 5.0, 'neutral': 93.1, 'contradiction': 1.9}",neutral,entailment
Carrie's spotlight that was scaring Barbara might vanish.,Carrie doesn't have exactly one spotlight that was scaring Barbara.,"{'entailment': 37.7, 'neutral': 50.6, 'contradiction': 11.8}",neutral,contradiction
Carrie's spotlight that was scaring Barbara might vanish.,Martin has exactly one spotlight that was scaring Barbara.,"{'entailment': 0.2, 'neutral': 1.8, 'contradiction': 98.0}",contradiction,neutral
"If Carrie's spotlight that was scaring Barbara does vanish, it's okay.",Carrie has exactly one spotlight that was scaring Barbara.,"{'entailment': 3.1, 'neutral': 95.9, 'contradiction': 1.0}",neutral,entailment
"If Carrie's spotlight that was scaring Barbara does vanish, it's okay.",Carrie doesn't have exactly one spotlight that was scaring Barbara.,"{'entailment': 24.5, 'neutral': 64.8, 'contradiction': 10.7}",neutral,contradiction
"If Carrie's spotlight that was scaring Barbara does vanish, it's okay.",Martin has exactly one spotlight that was scaring Barbara.,"{'entailment': 0.4, 'neutral': 4.3, 'contradiction': 95.3}",contradiction,neutral
Carrie's spotlight that was scaring Barbara doesn't vanish.,Carrie's spotlight that was scaring Barbara does vanish.,"{'entailment': 0.1, 'neutral': 0.6, 'contradiction': 99.3}",contradiction,contradiction
Does Carrie's spotlight that was scaring Barbara vanish?,Carrie's spotlight that was scaring Barbara does vanish.,"{'entailment': 0.7, 'neutral': 97.8, 'contradiction': 1.4}",contradiction,neutral
Carrie's spotlight that was scaring Barbara might vanish.,Carrie's spotlight that was scaring Barbara does vanish.,"{'entailment': 0.4, 'neutral': 96.5, 'contradiction': 3.1}",contradiction,neutral
"If Carrie's spotlight that was scaring Barbara does vanish, it's okay.",Carrie's spotlight that was scaring Barbara does vanish.,"{'entailment': 18.0, 'neutral': 80.0, 'contradiction': 1.9}",neutral,neutral
Craig's lake that isn't disappearing did melt.,Craig has exactly one lake that isn't disappearing.,"{'entailment': 5.0, 'neutral': 94.4, 'contradiction': 0.6}",neutral,entailment
Craig's lake that isn't disappearing did melt.,Craig doesn't have exactly one lake that isn't disappearing.,"{'entailment': 1.6, 'neutral': 9.7, 'contradiction': 88.7}",contradiction,contradiction
Craig's lake that isn't disappearing did melt.,Homer has exactly one lake that isn't disappearing.,"{'entailment': 5.6, 'neutral': 88.9, 'contradiction': 5.5}",neutral,neutral
Craig's lake that isn't disappearing didn't melt.,Craig has exactly one lake that isn't disappearing.,"{'entailment': 6.4, 'neutral': 93.2, 'contradiction': 0.4}",neutral,entailment
Craig's lake that isn't disappearing didn't melt.,Craig doesn't have exactly one lake that isn't disappearing.,"{'entailment': 0.5, 'neutral': 2.7, 'contradiction': 96.8}",contradiction,contradiction
Craig's lake that isn't disappearing didn't melt.,Homer has exactly one lake that isn't disappearing.,"{'entailment': 6.2, 'neutral': 91.5, 'contradiction': 2.3}",neutral,neutral
Did Craig's lake that isn't disappearing melt?,Craig has exactly one lake that isn't disappearing.,"{'entailment': 4.3, 'neutral': 94.5, 'contradiction': 1.1}",neutral,entailment
Did Craig's lake that isn't disappearing melt?,Craig doesn't have exactly one lake that isn't disappearing.,"{'entailment': 3.2, 'neutral': 16.2, 'contradiction': 80.6}",contradiction,contradiction
Did Craig's lake that isn't disappearing melt?,Homer has exactly one lake that isn't disappearing.,"{'entailment': 3.5, 'neutral': 82.1, 'contradiction': 14.3}",contradiction,neutral
Craig's lake that isn't disappearing might have melted.,Craig has exactly one lake that isn't disappearing.,"{'entailment': 3.6, 'neutral': 94.3, 'contradiction': 2.2}",neutral,entailment
Craig's lake that isn't disappearing might have melted.,Craig doesn't have exactly one lake that isn't disappearing.,"{'entailment': 3.9, 'neutral': 22.7, 'contradiction': 73.4}",contradiction,contradiction
Craig's lake that isn't disappearing might have melted.,Homer has exactly one lake that isn't disappearing.,"{'entailment': 3.6, 'neutral': 89.4, 'contradiction': 7.0}",contradiction,neutral
"If Craig's lake that isn't disappearing did melt, it's okay.",Craig has exactly one lake that isn't disappearing.,"{'entailment': 3.4, 'neutral': 96.1, 'contradiction': 0.5}",neutral,entailment
"If Craig's lake that isn't disappearing did melt, it's okay.",Craig doesn't have exactly one lake that isn't disappearing.,"{'entailment': 2.7, 'neutral': 14.4, 'contradiction': 82.9}",contradiction,contradiction
"If Craig's lake that isn't disappearing did melt, it's okay.",Homer has exactly one lake that isn't disappearing.,"{'entailment': 4.5, 'neutral': 94.1, 'contradiction': 1.3}",neutral,neutral
Craig's lake that isn't disappearing didn't melt.,Craig's lake that isn't disappearing did melt.,"{'entailment': 0.0, 'neutral': 0.1, 'contradiction': 99.8}",contradiction,contradiction
Did Craig's lake that isn't disappearing melt?,Craig's lake that isn't disappearing did melt.,"{'entailment': 3.5, 'neutral': 94.9, 'contradiction': 1.6}",neutral,neutral
Craig's lake that isn't disappearing might have melted.,Craig's lake that isn't disappearing did melt.,"{'entailment': 1.1, 'neutral': 97.2, 'contradiction': 1.7}",contradiction,neutral
"If Craig's lake that isn't disappearing did melt, it's okay.",Craig's lake that isn't disappearing did melt.,"{'entailment': 31.1, 'neutral': 66.5, 'contradiction': 2.4}",neutral,neutral
Diana's story that hadn't disgusted Jill did aggravate Mary.,Diana has exactly one story that hadn't disgusted Jill.,"{'entailment': 0.7, 'neutral': 99.1, 'contradiction': 0.2}",neutral,entailment
Diana's story that hadn't disgusted Jill did aggravate Mary.,Diana doesn't have exactly one story that hadn't disgusted Jill.,"{'entailment': 3.3, 'neutral': 79.6, 'contradiction': 17.1}",contradiction,contradiction
Diana's story that hadn't disgusted Jill did aggravate Mary.,That dancer has exactly one story that hadn't disgusted Jill.,"{'entailment': 1.7, 'neutral': 96.6, 'contradiction': 1.6}",neutral,neutral
Diana's story that hadn't disgusted Jill didn't aggravate Mary.,Diana has exactly one story that hadn't disgusted Jill.,"{'entailment': 0.8, 'neutral': 99.0, 'contradiction': 0.1}",neutral,entailment
Diana's story that hadn't disgusted Jill didn't aggravate Mary.,Diana doesn't have exactly one story that hadn't disgusted Jill.,"{'entailment': 3.2, 'neutral': 77.6, 'contradiction': 19.2}",contradiction,contradiction
Diana's story that hadn't disgusted Jill didn't aggravate Mary.,That dancer has exactly one story that hadn't disgusted Jill.,"{'entailment': 2.1, 'neutral': 96.1, 'contradiction': 1.8}",neutral,neutral
Did Diana's story that hadn't disgusted Jill aggravate Mary?,Diana has exactly one story that hadn't disgusted Jill.,"{'entailment': 1.0, 'neutral': 98.5, 'contradiction': 0.5}",neutral,entailment
Did Diana's story that hadn't disgusted Jill aggravate Mary?,Diana doesn't have exactly one story that hadn't disgusted Jill.,"{'entailment': 4.0, 'neutral': 85.5, 'contradiction': 10.5}",contradiction,contradiction
Did Diana's story that hadn't disgusted Jill aggravate Mary?,That dancer has exactly one story that hadn't disgusted Jill.,"{'entailment': 1.5, 'neutral': 93.7, 'contradiction': 4.8}",contradiction,neutral
Diana's story that hadn't disgusted Jill might have aggravated Mary.,Diana has exactly one story that hadn't disgusted Jill.,"{'entailment': 0.8, 'neutral': 98.9, 'contradiction': 0.3}",neutral,entailment
Diana's story that hadn't disgusted Jill might have aggravated Mary.,Diana doesn't have exactly one story that hadn't disgusted Jill.,"{'entailment': 5.9, 'neutral': 83.5, 'contradiction': 10.6}",contradiction,contradiction
Diana's story that hadn't disgusted Jill might have aggravated Mary.,That dancer has exactly one story that hadn't disgusted Jill.,"{'entailment': 1.8, 'neutral': 95.3, 'contradiction': 2.9}",contradiction,neutral
"If Diana's story that hadn't disgusted Jill did aggravate Mary, it's okay.",Diana has exactly one story that hadn't disgusted Jill.,"{'entailment': 0.4, 'neutral': 99.3, 'contradiction': 0.3}",neutral,entailment
"If Diana's story that hadn't disgusted Jill did aggravate Mary, it's okay.",Diana doesn't have exactly one story that hadn't disgusted Jill.,"{'entailment': 2.6, 'neutral': 93.5, 'contradiction': 3.9}",contradiction,contradiction
"If Diana's story that hadn't disgusted Jill did aggravate Mary, it's okay.",That dancer has exactly one story that hadn't disgusted Jill.,"{'entailment': 1.6, 'neutral': 94.5, 'contradiction': 4.0}",contradiction,neutral
Diana's story that hadn't disgusted Jill didn't aggravate Mary.,Diana's story that hadn't disgusted Jill did aggravate Mary.,"{'entailment': 0.1, 'neutral': 0.2, 'contradiction': 99.8}",contradiction,contradiction
Did Diana's story that hadn't disgusted Jill aggravate Mary?,Diana's story that hadn't disgusted Jill did aggravate Mary.,"{'entailment': 3.6, 'neutral': 95.0, 'contradiction': 1.4}",neutral,neutral
Diana's story that hadn't disgusted Jill might have aggravated Mary.,Diana's story that hadn't disgusted Jill did aggravate Mary.,"{'entailment': 1.2, 'neutral': 97.1, 'contradiction': 1.6}",contradiction,neutral
"If Diana's story that hadn't disgusted Jill did aggravate Mary, it's okay.",Diana's story that hadn't disgusted Jill did aggravate Mary.,"{'entailment': 28.2, 'neutral': 69.3, 'contradiction': 2.5}",neutral,neutral
These drivers' gate that bored Christopher does exist.,These drivers have exactly one gate that bored Christopher.,"{'entailment': 1.6, 'neutral': 98.1, 'contradiction': 0.4}",neutral,entailment
These drivers' gate that bored Christopher does exist.,These drivers don't have exactly one gate that bored Christopher.,"{'entailment': 4.1, 'neutral': 59.8, 'contradiction': 36.2}",contradiction,contradiction
These drivers' gate that bored Christopher does exist.,Those cashiers have exactly one gate that bored Christopher.,"{'entailment': 0.0, 'neutral': 0.3, 'contradiction': 99.7}",contradiction,neutral
These drivers' gate that bored Christopher doesn't exist.,These drivers have exactly one gate that bored Christopher.,"{'entailment': 6.7, 'neutral': 33.4, 'contradiction': 59.9}",contradiction,entailment
These drivers' gate that bored Christopher doesn't exist.,These drivers don't have exactly one gate that bored Christopher.,"{'entailment': 80.2, 'neutral': 19.5, 'contradiction': 0.3}",entailment,contradiction
These drivers' gate that bored Christopher doesn't exist.,Those cashiers have exactly one gate that bored Christopher.,"{'entailment': 0.1, 'neutral': 0.5, 'contradiction': 99.5}",contradiction,neutral
Does these drivers' gate that bored Christopher exist?,These drivers have exactly one gate that bored Christopher.,"{'entailment': 1.4, 'neutral': 97.1, 'contradiction': 1.4}",neutral,entailment
Does these drivers' gate that bored Christopher exist?,These drivers don't have exactly one gate that bored Christopher.,"{'entailment': 15.6, 'neutral': 77.8, 'contradiction': 6.7}",neutral,contradiction
Does these drivers' gate that bored Christopher exist?,Those cashiers have exactly one gate that bored Christopher.,"{'entailment': 0.1, 'neutral': 0.5, 'contradiction': 99.4}",contradiction,neutral
These drivers' gate that bored Christopher might exist.,These drivers have exactly one gate that bored Christopher.,"{'entailment': 0.9, 'neutral': 50.6, 'contradiction': 48.6}",contradiction,entailment
These drivers' gate that bored Christopher might exist.,These drivers don't have exactly one gate that bored Christopher.,"{'entailment': 44.6, 'neutral': 54.1, 'contradiction': 1.3}",neutral,contradiction
These drivers' gate that bored Christopher might exist.,Those cashiers have exactly one gate that bored Christopher.,"{'entailment': 0.0, 'neutral': 0.3, 'contradiction': 99.7}",contradiction,neutral
"If these drivers' gate that bored Christopher does exist, it's okay.",These drivers have exactly one gate that bored Christopher.,"{'entailment': 1.0, 'neutral': 98.5, 'contradiction': 0.5}",neutral,entailment
"If these drivers' gate that bored Christopher does exist, it's okay.",These drivers don't have exactly one gate that bored Christopher.,"{'entailment': 7.0, 'neutral': 67.6, 'contradiction': 25.3}",contradiction,contradiction
"If these drivers' gate that bored Christopher does exist, it's okay.",Those cashiers have exactly one gate that bored Christopher.,"{'entailment': 0.0, 'neutral': 0.4, 'contradiction': 99.6}",contradiction,neutral
These drivers' gate that bored Christopher doesn't exist.,These drivers' gate that bored Christopher does exist.,"{'entailment': 0.0, 'neutral': 0.1, 'contradiction': 99.8}",contradiction,contradiction
Does these drivers' gate that bored Christopher exist?,These drivers' gate that bored Christopher does exist.,"{'entailment': 1.8, 'neutral': 96.8, 'contradiction': 1.5}",neutral,neutral
These drivers' gate that bored Christopher might exist.,These drivers' gate that bored Christopher does exist.,"{'entailment': 0.8, 'neutral': 94.3, 'contradiction': 4.9}",contradiction,neutral
"If these drivers' gate that bored Christopher does exist, it's okay.",These drivers' gate that bored Christopher does exist.,"{'entailment': 43.1, 'neutral': 55.6, 'contradiction': 1.3}",neutral,neutral
Michelle's cafe that was falling does irritate Alan.,Michelle has exactly one cafe that was falling.,"{'entailment': 1.8, 'neutral': 97.7, 'contradiction': 0.6}",neutral,entailment
Michelle's cafe that was falling does irritate Alan.,Michelle doesn't have exactly one cafe that was falling.,"{'entailment': 0.9, 'neutral': 10.9, 'contradiction': 88.2}",contradiction,contradiction
Michelle's cafe that was falling does irritate Alan.,Margaret has exactly one cafe that was falling.,"{'entailment': 1.2, 'neutral': 21.3, 'contradiction': 77.5}",contradiction,neutral
Michelle's cafe that was falling doesn't irritate Alan.,Michelle has exactly one cafe that was falling.,"{'entailment': 2.0, 'neutral': 97.6, 'contradiction': 0.4}",neutral,entailment
Michelle's cafe that was falling doesn't irritate Alan.,Michelle doesn't have exactly one cafe that was falling.,"{'entailment': 1.4, 'neutral': 19.2, 'contradiction': 79.4}",contradiction,contradiction
Michelle's cafe that was falling doesn't irritate Alan.,Margaret has exactly one cafe that was falling.,"{'entailment': 1.6, 'neutral': 29.8, 'contradiction': 68.6}",contradiction,neutral
Does Michelle's cafe that was falling irritate Alan?,Michelle has exactly one cafe that was falling.,"{'entailment': 1.3, 'neutral': 97.6, 'contradiction': 1.1}",neutral,entailment
Does Michelle's cafe that was falling irritate Alan?,Michelle doesn't have exactly one cafe that was falling.,"{'entailment': 4.5, 'neutral': 51.9, 'contradiction': 43.7}",contradiction,contradiction
Does Michelle's cafe that was falling irritate Alan?,Margaret has exactly one cafe that was falling.,"{'entailment': 0.8, 'neutral': 26.8, 'contradiction': 72.4}",contradiction,neutral
Michelle's cafe that was falling might irritate Alan.,Michelle has exactly one cafe that was falling.,"{'entailment': 2.1, 'neutral': 97.1, 'contradiction': 0.8}",neutral,entailment
Michelle's cafe that was falling might irritate Alan.,Michelle doesn't have exactly one cafe that was falling.,"{'entailment': 1.2, 'neutral': 12.1, 'contradiction': 86.6}",contradiction,contradiction
Michelle's cafe that was falling might irritate Alan.,Margaret has exactly one cafe that was falling.,"{'entailment': 0.7, 'neutral': 14.3, 'contradiction': 85.0}",contradiction,neutral
"If Michelle's cafe that was falling does irritate Alan, it's okay.",Michelle has exactly one cafe that was falling.,"{'entailment': 1.5, 'neutral': 97.8, 'contradiction': 0.7}",neutral,entailment
"If Michelle's cafe that was falling does irritate Alan, it's okay.",Michelle doesn't have exactly one cafe that was falling.,"{'entailment': 4.2, 'neutral': 46.8, 'contradiction': 49.0}",contradiction,contradiction
"If Michelle's cafe that was falling does irritate Alan, it's okay.",Margaret has exactly one cafe that was falling.,"{'entailment': 1.3, 'neutral': 40.6, 'contradiction': 58.1}",contradiction,neutral
Michelle's cafe that was falling doesn't irritate Alan.,Michelle's cafe that was falling does irritate Alan.,"{'entailment': 0.1, 'neutral': 0.3, 'contradiction': 99.6}",contradiction,contradiction
Does Michelle's cafe that was falling irritate Alan?,Michelle's cafe that was falling does irritate Alan.,"{'entailment': 1.4, 'neutral': 97.7, 'contradiction': 1.0}",neutral,neutral
Michelle's cafe that was falling might irritate Alan.,Michelle's cafe that was falling does irritate Alan.,"{'entailment': 1.0, 'neutral': 96.2, 'contradiction': 2.7}",contradiction,neutral
"If Michelle's cafe that was falling does irritate Alan, it's okay.",Michelle's cafe that was falling does irritate Alan.,"{'entailment': 24.3, 'neutral': 74.4, 'contradiction': 1.2}",neutral,neutral
Becca's horse that existed did break the plane.,Becca has exactly one horse that existed.,"{'entailment': 1.2, 'neutral': 98.5, 'contradiction': 0.3}",neutral,entailment
Becca's horse that existed did break the plane.,Becca doesn't have exactly one horse that existed.,"{'entailment': 2.8, 'neutral': 87.2, 'contradiction': 9.9}",contradiction,contradiction
Becca's horse that existed did break the plane.,Colleen has exactly one horse that existed.,"{'entailment': 0.4, 'neutral': 8.0, 'contradiction': 91.7}",contradiction,neutral
Becca's horse that existed didn't break the plane.,Becca has exactly one horse that existed.,"{'entailment': 1.0, 'neutral': 98.8, 'contradiction': 0.2}",neutral,entailment
Becca's horse that existed didn't break the plane.,Becca doesn't have exactly one horse that existed.,"{'entailment': 2.9, 'neutral': 93.5, 'contradiction': 3.6}",contradiction,contradiction
Becca's horse that existed didn't break the plane.,Colleen has exactly one horse that existed.,"{'entailment': 0.4, 'neutral': 13.7, 'contradiction': 85.9}",contradiction,neutral
Did Becca's horse that existed break the plane?,Becca has exactly one horse that existed.,"{'entailment': 1.9, 'neutral': 97.4, 'contradiction': 0.8}",neutral,entailment
Did Becca's horse that existed break the plane?,Becca doesn't have exactly one horse that existed.,"{'entailment': 6.7, 'neutral': 82.4, 'contradiction': 10.9}",contradiction,contradiction
Did Becca's horse that existed break the plane?,Colleen has exactly one horse that existed.,"{'entailment': 0.7, 'neutral': 20.5, 'contradiction': 78.9}",contradiction,neutral
Becca's horse that existed might have broken the plane.,Becca has exactly one horse that existed.,"{'entailment': 1.0, 'neutral': 98.4, 'contradiction': 0.6}",neutral,entailment
Becca's horse that existed might have broken the plane.,Becca doesn't have exactly one horse that existed.,"{'entailment': 6.8, 'neutral': 88.1, 'contradiction': 5.1}",neutral,contradiction
Becca's horse that existed might have broken the plane.,Colleen has exactly one horse that existed.,"{'entailment': 0.2, 'neutral': 5.0, 'contradiction': 94.8}",contradiction,neutral
"If Becca's horse that existed did break the plane, it's okay.",Becca has exactly one horse that existed.,"{'entailment': 1.1, 'neutral': 98.6, 'contradiction': 0.3}",neutral,entailment
"If Becca's horse that existed did break the plane, it's okay.",Becca doesn't have exactly one horse that existed.,"{'entailment': 4.9, 'neutral': 92.0, 'contradiction': 3.1}",neutral,contradiction
"If Becca's horse that existed did break the plane, it's okay.",Colleen has exactly one horse that existed.,"{'entailment': 0.8, 'neutral': 28.2, 'contradiction': 71.0}",contradiction,neutral
Becca's horse that existed didn't break the plane.,Becca's horse that existed did break the plane.,"{'entailment': 0.0, 'neutral': 0.2, 'contradiction': 99.7}",contradiction,contradiction
Did Becca's horse that existed break the plane?,Becca's horse that existed did break the plane.,"{'entailment': 0.5, 'neutral': 98.3, 'contradiction': 1.2}",contradiction,neutral
Becca's horse that existed might have broken the plane.,Becca's horse that existed did break the plane.,"{'entailment': 0.3, 'neutral': 96.6, 'contradiction': 3.1}",contradiction,neutral
"If Becca's horse that existed did break the plane, it's okay.",Becca's horse that existed did break the plane.,"{'entailment': 5.5, 'neutral': 92.9, 'contradiction': 1.6}",neutral,neutral
Deborah's bike that falls does confuse Thomas.,Deborah has exactly one bike that falls.,"{'entailment': 2.0, 'neutral': 97.1, 'contradiction': 0.9}",neutral,entailment
Deborah's bike that falls does confuse Thomas.,Deborah doesn't have exactly one bike that falls.,"{'entailment': 18.0, 'neutral': 79.2, 'contradiction': 2.8}",neutral,contradiction
Deborah's bike that falls does confuse Thomas.,Omar has exactly one bike that falls.,"{'entailment': 0.0, 'neutral': 0.6, 'contradiction': 99.4}",contradiction,neutral
Deborah's bike that falls doesn't confuse Thomas.,Deborah has exactly one bike that falls.,"{'entailment': 4.4, 'neutral': 94.9, 'contradiction': 0.8}",neutral,entailment
Deborah's bike that falls doesn't confuse Thomas.,Deborah doesn't have exactly one bike that falls.,"{'entailment': 15.2, 'neutral': 77.9, 'contradiction': 7.0}",neutral,contradiction
Deborah's bike that falls doesn't confuse Thomas.,Omar has exactly one bike that falls.,"{'entailment': 0.1, 'neutral': 2.9, 'contradiction': 97.0}",contradiction,neutral
Does Deborah's bike that falls confuse Thomas?,Deborah has exactly one bike that falls.,"{'entailment': 1.9, 'neutral': 96.5, 'contradiction': 1.6}",neutral,entailment
Does Deborah's bike that falls confuse Thomas?,Deborah doesn't have exactly one bike that falls.,"{'entailment': 19.8, 'neutral': 77.5, 'contradiction': 2.7}",neutral,contradiction
Does Deborah's bike that falls confuse Thomas?,Omar has exactly one bike that falls.,"{'entailment': 0.0, 'neutral': 0.8, 'contradiction': 99.2}",contradiction,neutral
Deborah's bike that falls might confuse Thomas.,Deborah has exactly one bike that falls.,"{'entailment': 2.6, 'neutral': 94.8, 'contradiction': 2.5}",neutral,entailment
Deborah's bike that falls might confuse Thomas.,Deborah doesn't have exactly one bike that falls.,"{'entailment': 28.0, 'neutral': 68.8, 'contradiction': 3.2}",neutral,contradiction
Deborah's bike that falls might confuse Thomas.,Omar has exactly one bike that falls.,"{'entailment': 0.0, 'neutral': 0.7, 'contradiction': 99.3}",contradiction,neutral
"If Deborah's bike that falls does confuse Thomas, it's okay.",Deborah has exactly one bike that falls.,"{'entailment': 1.3, 'neutral': 98.0, 'contradiction': 0.7}",neutral,entailment
"If Deborah's bike that falls does confuse Thomas, it's okay.",Deborah doesn't have exactly one bike that falls.,"{'entailment': 16.1, 'neutral': 81.7, 'contradiction': 2.2}",neutral,contradiction
"If Deborah's bike that falls does confuse Thomas, it's okay.",Omar has exactly one bike that falls.,"{'entailment': 0.1, 'neutral': 2.5, 'contradiction': 97.4}",contradiction,neutral
Deborah's bike that falls doesn't confuse Thomas.,Deborah's bike that falls does confuse Thomas.,"{'entailment': 0.1, 'neutral': 0.3, 'contradiction': 99.6}",contradiction,contradiction
Does Deborah's bike that falls confuse Thomas?,Deborah's bike that falls does confuse Thomas.,"{'entailment': 1.0, 'neutral': 98.1, 'contradiction': 0.9}",neutral,neutral
Deborah's bike that falls might confuse Thomas.,Deborah's bike that falls does confuse Thomas.,"{'entailment': 0.7, 'neutral': 97.2, 'contradiction': 2.1}",contradiction,neutral
"If Deborah's bike that falls does confuse Thomas, it's okay.",Deborah's bike that falls does confuse Thomas.,"{'entailment': 17.3, 'neutral': 81.4, 'contradiction': 1.3}",neutral,neutral
Christopher's vase that had worried most legislatures did vanish.,Christopher has exactly one vase that had worried most legislatures.,"{'entailment': 4.5, 'neutral': 94.7, 'contradiction': 0.9}",neutral,entailment
Christopher's vase that had worried most legislatures did vanish.,Christopher doesn't have exactly one vase that had worried most legislatures.,"{'entailment': 3.3, 'neutral': 17.1, 'contradiction': 79.6}",contradiction,contradiction
Christopher's vase that had worried most legislatures did vanish.,Melanie has exactly one vase that had worried most legislatures.,"{'entailment': 0.1, 'neutral': 0.9, 'contradiction': 99.0}",contradiction,neutral
Christopher's vase that had worried most legislatures didn't vanish.,Christopher has exactly one vase that had worried most legislatures.,"{'entailment': 4.7, 'neutral': 94.9, 'contradiction': 0.4}",neutral,entailment
Christopher's vase that had worried most legislatures didn't vanish.,Christopher doesn't have exactly one vase that had worried most legislatures.,"{'entailment': 0.4, 'neutral': 2.9, 'contradiction': 96.7}",contradiction,contradiction
Christopher's vase that had worried most legislatures didn't vanish.,Melanie has exactly one vase that had worried most legislatures.,"{'entailment': 0.1, 'neutral': 1.0, 'contradiction': 98.9}",contradiction,neutral
Did Christopher's vase that had worried most legislatures vanish?,Christopher has exactly one vase that had worried most legislatures.,"{'entailment': 3.0, 'neutral': 96.5, 'contradiction': 0.5}",neutral,entailment
Did Christopher's vase that had worried most legislatures vanish?,Christopher doesn't have exactly one vase that had worried most legislatures.,"{'entailment': 2.7, 'neutral': 18.4, 'contradiction': 78.9}",contradiction,contradiction
Did Christopher's vase that had worried most legislatures vanish?,Melanie has exactly one vase that had worried most legislatures.,"{'entailment': 0.2, 'neutral': 2.6, 'contradiction': 97.2}",contradiction,neutral
Christopher's vase that had worried most legislatures might have vanished.,Christopher has exactly one vase that had worried most legislatures.,"{'entailment': 4.6, 'neutral': 94.5, 'contradiction': 0.8}",neutral,entailment
