premise,hypothesis,trigger,trigger1,trigger2,presupposition,gold_label,UID,pairID,paradigmID,section
Samuel realized where Vincent has hurt those cashiers.,Vincent hasn't hurt those cashiers.,unembedded,Not_In_Example,Not_In_Example,negated,2,question_presupposition,153c,8,question_presupposition
Samuel realized where Vincent has hurt those cashiers.,Many cats has hurt those cashiers.,unembedded,Not_In_Example,Not_In_Example,neutral,1,question_presupposition,154n,8,question_presupposition
Samuel didn't realize where Vincent has hurt those cashiers.,Vincent has hurt those cashiers,negated,Not_In_Example,Not_In_Example,positive,0,question_presupposition,155e,8,question_presupposition
Samuel didn't realize where Vincent has hurt those cashiers.,Vincent hasn't hurt those cashiers.,negated,Not_In_Example,Not_In_Example,negated,2,question_presupposition,156c,8,question_presupposition
Samuel didn't realize where Vincent has hurt those cashiers.,Many cats has hurt those cashiers.,negated,Not_In_Example,Not_In_Example,neutral,1,question_presupposition,157n,8,question_presupposition
Did Samuel realize where Vincent has hurt those cashiers?,Vincent has hurt those cashiers,interrogative,Not_In_Example,Not_In_Example,positive,0,question_presupposition,158e,8,question_presupposition
Did Samuel realize where Vincent has hurt those cashiers?,Vincent hasn't hurt those cashiers.,interrogative,Not_In_Example,Not_In_Example,negated,2,question_presupposition,159c,8,question_presupposition
Did Samuel realize where Vincent has hurt those cashiers?,Many cats has hurt those cashiers.,interrogative,Not_In_Example,Not_In_Example,neutral,1,question_presupposition,160n,8,question_presupposition
Samuel might have realized where Vincent has hurt those cashiers.,Vincent has hurt those cashiers,modal,Not_In_Example,Not_In_Example,positive,0,question_presupposition,161e,8,question_presupposition
Samuel might have realized where Vincent has hurt those cashiers.,Vincent hasn't hurt those cashiers.,modal,Not_In_Example,Not_In_Example,negated,2,question_presupposition,162c,8,question_presupposition
Samuel might have realized where Vincent has hurt those cashiers.,Many cats has hurt those cashiers.,modal,Not_In_Example,Not_In_Example,neutral,1,question_presupposition,163n,8,question_presupposition
"If Samuel realized where Vincent has hurt those cashiers, it's okay.",Vincent has hurt those cashiers,conditional,Not_In_Example,Not_In_Example,positive,0,question_presupposition,164e,8,question_presupposition
"If Samuel realized where Vincent has hurt those cashiers, it's okay.",Vincent hasn't hurt those cashiers.,conditional,Not_In_Example,Not_In_Example,negated,2,question_presupposition,165c,8,question_presupposition
"If Samuel realized where Vincent has hurt those cashiers, it's okay.",Many cats has hurt those cashiers.,conditional,Not_In_Example,Not_In_Example,neutral,1,question_presupposition,166n,8,question_presupposition
Samuel didn't realize where Vincent has hurt those cashiers.,Samuel realized where Vincent has hurt those cashiers.,Not_In_Example,negated,unembedded,Not_In_Example,2,question_presupposition,167c,8,question_presupposition
Did Samuel realize where Vincent has hurt those cashiers?,Samuel realized where Vincent has hurt those cashiers.,Not_In_Example,interrogative,unembedded,Not_In_Example,1,question_presupposition,168n,8,question_presupposition
Samuel might have realized where Vincent has hurt those cashiers.,Samuel realized where Vincent has hurt those cashiers.,Not_In_Example,modal,unembedded,Not_In_Example,1,question_presupposition,169n,8,question_presupposition
"If Samuel realized where Vincent has hurt those cashiers, it's okay.",Samuel realized where Vincent has hurt those cashiers.,Not_In_Example,conditional,unembedded,Not_In_Example,1,question_presupposition,170n,8,question_presupposition
Bill does learn where Sally profits.,Sally profits,unembedded,Not_In_Example,Not_In_Example,positive,0,question_presupposition,171e,9,question_presupposition
Bill does learn where Sally profits.,Sally doesn't profit.,unembedded,Not_In_Example,Not_In_Example,negated,2,question_presupposition,172c,9,question_presupposition
Bill does learn where Sally profits.,Mitchell profits.,unembedded,Not_In_Example,Not_In_Example,neutral,1,question_presupposition,173n,9,question_presupposition
Bill didn't learn where Sally profits.,Sally profits,negated,Not_In_Example,Not_In_Example,positive,0,question_presupposition,174e,9,question_presupposition
Bill didn't learn where Sally profits.,Sally doesn't profit.,negated,Not_In_Example,Not_In_Example,negated,2,question_presupposition,175c,9,question_presupposition
Bill didn't learn where Sally profits.,Mitchell profits.,negated,Not_In_Example,Not_In_Example,neutral,1,question_presupposition,176n,9,question_presupposition
Did Bill learn where Sally profits?,Sally profits,interrogative,Not_In_Example,Not_In_Example,positive,0,question_presupposition,177e,9,question_presupposition
Did Bill learn where Sally profits?,Sally doesn't profit.,interrogative,Not_In_Example,Not_In_Example,negated,2,question_presupposition,178c,9,question_presupposition
Did Bill learn where Sally profits?,Mitchell profits.,interrogative,Not_In_Example,Not_In_Example,neutral,1,question_presupposition,179n,9,question_presupposition
Bill might have learned where Sally profits.,Sally profits,modal,Not_In_Example,Not_In_Example,positive,0,question_presupposition,180e,9,question_presupposition
Bill might have learned where Sally profits.,Sally doesn't profit.,modal,Not_In_Example,Not_In_Example,negated,2,question_presupposition,181c,9,question_presupposition
Bill might have learned where Sally profits.,Mitchell profits.,modal,Not_In_Example,Not_In_Example,neutral,1,question_presupposition,182n,9,question_presupposition
"If Bill does learn where Sally profits, it's okay.",Sally profits,conditional,Not_In_Example,Not_In_Example,positive,0,question_presupposition,183e,9,question_presupposition
"If Bill does learn where Sally profits, it's okay.",Sally doesn't profit.,conditional,Not_In_Example,Not_In_Example,negated,2,question_presupposition,184c,9,question_presupposition
"If Bill does learn where Sally profits, it's okay.",Mitchell profits.,conditional,Not_In_Example,Not_In_Example,neutral,1,question_presupposition,185n,9,question_presupposition
Bill didn't learn where Sally profits.,Bill does learn where Sally profits.,Not_In_Example,negated,unembedded,Not_In_Example,2,question_presupposition,186c,9,question_presupposition
Did Bill learn where Sally profits?,Bill does learn where Sally profits.,Not_In_Example,interrogative,unembedded,Not_In_Example,1,question_presupposition,187n,9,question_presupposition
Bill might have learned where Sally profits.,Bill does learn where Sally profits.,Not_In_Example,modal,unembedded,Not_In_Example,1,question_presupposition,188n,9,question_presupposition
"If Bill does learn where Sally profits, it's okay.",Bill does learn where Sally profits.,Not_In_Example,conditional,unembedded,Not_In_Example,1,question_presupposition,189n,9,question_presupposition
Those actresses did figure out how men do fight.,Men do fight,unembedded,Not_In_Example,Not_In_Example,positive,0,question_presupposition,190e,10,question_presupposition
Those actresses did figure out how men do fight.,Men don't fight.,unembedded,Not_In_Example,Not_In_Example,negated,2,question_presupposition,191c,10,question_presupposition
Those actresses did figure out how men do fight.,A lot of hospitals do fight.,unembedded,Not_In_Example,Not_In_Example,neutral,1,question_presupposition,192n,10,question_presupposition
Those actresses don't figure out how men do fight.,Men do fight,negated,Not_In_Example,Not_In_Example,positive,0,question_presupposition,193e,10,question_presupposition
Those actresses don't figure out how men do fight.,Men don't fight.,negated,Not_In_Example,Not_In_Example,negated,2,question_presupposition,194c,10,question_presupposition
Those actresses don't figure out how men do fight.,A lot of hospitals do fight.,negated,Not_In_Example,Not_In_Example,neutral,1,question_presupposition,195n,10,question_presupposition
Do those actresses figure out how men do fight?,Men do fight,interrogative,Not_In_Example,Not_In_Example,positive,0,question_presupposition,196e,10,question_presupposition
Do those actresses figure out how men do fight?,Men don't fight.,interrogative,Not_In_Example,Not_In_Example,negated,2,question_presupposition,197c,10,question_presupposition
Do those actresses figure out how men do fight?,A lot of hospitals do fight.,interrogative,Not_In_Example,Not_In_Example,neutral,1,question_presupposition,198n,10,question_presupposition
Those actresses might figure out how men do fight.,Men do fight,modal,Not_In_Example,Not_In_Example,positive,0,question_presupposition,199e,10,question_presupposition
Those actresses might figure out how men do fight.,Men don't fight.,modal,Not_In_Example,Not_In_Example,negated,2,question_presupposition,200c,10,question_presupposition
Those actresses might figure out how men do fight.,A lot of hospitals do fight.,modal,Not_In_Example,Not_In_Example,neutral,1,question_presupposition,201n,10,question_presupposition
"If those actresses did figure out how men do fight, it's okay.",Men do fight,conditional,Not_In_Example,Not_In_Example,positive,0,question_presupposition,202e,10,question_presupposition
"If those actresses did figure out how men do fight, it's okay.",Men don't fight.,conditional,Not_In_Example,Not_In_Example,negated,2,question_presupposition,203c,10,question_presupposition
"If those actresses did figure out how men do fight, it's okay.",A lot of hospitals do fight.,conditional,Not_In_Example,Not_In_Example,neutral,1,question_presupposition,204n,10,question_presupposition
Those actresses don't figure out how men do fight.,Those actresses did figure out how men do fight.,Not_In_Example,negated,unembedded,Not_In_Example,2,question_presupposition,205c,10,question_presupposition
Do those actresses figure out how men do fight?,Those actresses did figure out how men do fight.,Not_In_Example,interrogative,unembedded,Not_In_Example,1,question_presupposition,206n,10,question_presupposition
Those actresses might figure out how men do fight.,Those actresses did figure out how men do fight.,Not_In_Example,modal,unembedded,Not_In_Example,1,question_presupposition,207n,10,question_presupposition
"If those actresses did figure out how men do fight, it's okay.",Those actresses did figure out how men do fight.,Not_In_Example,conditional,unembedded,Not_In_Example,1,question_presupposition,208n,10,question_presupposition
Russell was wondering when the dancers chat.,The dancers chat,unembedded,Not_In_Example,Not_In_Example,positive,0,question_presupposition,209e,11,question_presupposition
Russell was wondering when the dancers chat.,The dancers don't chat.,unembedded,Not_In_Example,Not_In_Example,negated,2,question_presupposition,210c,11,question_presupposition
Russell was wondering when the dancers chat.,The Borgias chat.,unembedded,Not_In_Example,Not_In_Example,neutral,1,question_presupposition,211n,11,question_presupposition
Russell wasn't wondering when the dancers chat.,The dancers chat,negated,Not_In_Example,Not_In_Example,positive,0,question_presupposition,212e,11,question_presupposition
Russell wasn't wondering when the dancers chat.,The dancers don't chat.,negated,Not_In_Example,Not_In_Example,negated,2,question_presupposition,213c,11,question_presupposition
Russell wasn't wondering when the dancers chat.,The Borgias chat.,negated,Not_In_Example,Not_In_Example,neutral,1,question_presupposition,214n,11,question_presupposition
Was Russell wondering when the dancers chat?,The dancers chat,interrogative,Not_In_Example,Not_In_Example,positive,0,question_presupposition,215e,11,question_presupposition
Was Russell wondering when the dancers chat?,The dancers don't chat.,interrogative,Not_In_Example,Not_In_Example,negated,2,question_presupposition,216c,11,question_presupposition
Was Russell wondering when the dancers chat?,The Borgias chat.,interrogative,Not_In_Example,Not_In_Example,neutral,1,question_presupposition,217n,11,question_presupposition
Russell might have been wondering when the dancers chat.,The dancers chat,modal,Not_In_Example,Not_In_Example,positive,0,question_presupposition,218e,11,question_presupposition
Russell might have been wondering when the dancers chat.,The dancers don't chat.,modal,Not_In_Example,Not_In_Example,negated,2,question_presupposition,219c,11,question_presupposition
Russell might have been wondering when the dancers chat.,The Borgias chat.,modal,Not_In_Example,Not_In_Example,neutral,1,question_presupposition,220n,11,question_presupposition
"If Russell was wondering when the dancers chat, it's okay.",The dancers chat,conditional,Not_In_Example,Not_In_Example,positive,0,question_presupposition,221e,11,question_presupposition
"If Russell was wondering when the dancers chat, it's okay.",The dancers don't chat.,conditional,Not_In_Example,Not_In_Example,negated,2,question_presupposition,222c,11,question_presupposition
"If Russell was wondering when the dancers chat, it's okay.",The Borgias chat.,conditional,Not_In_Example,Not_In_Example,neutral,1,question_presupposition,223n,11,question_presupposition
Russell wasn't wondering when the dancers chat.,Russell was wondering when the dancers chat.,Not_In_Example,negated,unembedded,Not_In_Example,2,question_presupposition,224c,11,question_presupposition
Was Russell wondering when the dancers chat?,Russell was wondering when the dancers chat.,Not_In_Example,interrogative,unembedded,Not_In_Example,1,question_presupposition,225n,11,question_presupposition
Russell might have been wondering when the dancers chat.,Russell was wondering when the dancers chat.,Not_In_Example,modal,unembedded,Not_In_Example,1,question_presupposition,226n,11,question_presupposition
"If Russell was wondering when the dancers chat, it's okay.",Russell was wondering when the dancers chat.,Not_In_Example,conditional,unembedded,Not_In_Example,1,question_presupposition,227n,11,question_presupposition
The doctor does wonder when these cashiers change.,These cashiers change,unembedded,Not_In_Example,Not_In_Example,positive,0,question_presupposition,228e,12,question_presupposition
The doctor does wonder when these cashiers change.,These cashiers don't change.,unembedded,Not_In_Example,Not_In_Example,negated,2,question_presupposition,229c,12,question_presupposition
The doctor does wonder when these cashiers change.,All guests change.,unembedded,Not_In_Example,Not_In_Example,neutral,1,question_presupposition,230n,12,question_presupposition
The doctor didn't wonder when these cashiers change.,These cashiers change,negated,Not_In_Example,Not_In_Example,positive,0,question_presupposition,231e,12,question_presupposition
The doctor didn't wonder when these cashiers change.,These cashiers don't change.,negated,Not_In_Example,Not_In_Example,negated,2,question_presupposition,232c,12,question_presupposition
The doctor didn't wonder when these cashiers change.,All guests change.,negated,Not_In_Example,Not_In_Example,neutral,1,question_presupposition,233n,12,question_presupposition
Did the doctor wonder when these cashiers change?,These cashiers change,interrogative,Not_In_Example,Not_In_Example,positive,0,question_presupposition,234e,12,question_presupposition
Did the doctor wonder when these cashiers change?,These cashiers don't change.,interrogative,Not_In_Example,Not_In_Example,negated,2,question_presupposition,235c,12,question_presupposition
Did the doctor wonder when these cashiers change?,All guests change.,interrogative,Not_In_Example,Not_In_Example,neutral,1,question_presupposition,236n,12,question_presupposition
The doctor might have wondered when these cashiers change.,These cashiers change,modal,Not_In_Example,Not_In_Example,positive,0,question_presupposition,237e,12,question_presupposition
The doctor might have wondered when these cashiers change.,These cashiers don't change.,modal,Not_In_Example,Not_In_Example,negated,2,question_presupposition,238c,12,question_presupposition
The doctor might have wondered when these cashiers change.,All guests change.,modal,Not_In_Example,Not_In_Example,neutral,1,question_presupposition,239n,12,question_presupposition
"If the doctor does wonder when these cashiers change, it's okay.",These cashiers change,conditional,Not_In_Example,Not_In_Example,positive,0,question_presupposition,240e,12,question_presupposition
"If the doctor does wonder when these cashiers change, it's okay.",These cashiers don't change.,conditional,Not_In_Example,Not_In_Example,negated,2,question_presupposition,241c,12,question_presupposition
"If the doctor does wonder when these cashiers change, it's okay.",All guests change.,conditional,Not_In_Example,Not_In_Example,neutral,1,question_presupposition,242n,12,question_presupposition
The doctor didn't wonder when these cashiers change.,The doctor does wonder when these cashiers change.,Not_In_Example,negated,unembedded,Not_In_Example,2,question_presupposition,243c,12,question_presupposition
Did the doctor wonder when these cashiers change?,The doctor does wonder when these cashiers change.,Not_In_Example,interrogative,unembedded,Not_In_Example,1,question_presupposition,244n,12,question_presupposition
The doctor might have wondered when these cashiers change.,The doctor does wonder when these cashiers change.,Not_In_Example,modal,unembedded,Not_In_Example,1,question_presupposition,245n,12,question_presupposition
"If the doctor does wonder when these cashiers change, it's okay.",The doctor does wonder when these cashiers change.,Not_In_Example,conditional,unembedded,Not_In_Example,1,question_presupposition,246n,12,question_presupposition
Samuel does forget about when those doctors bake.,Those doctors bake,unembedded,Not_In_Example,Not_In_Example,positive,0,question_presupposition,247e,13,question_presupposition
Samuel does forget about when those doctors bake.,Those doctors don't bake.,unembedded,Not_In_Example,Not_In_Example,negated,2,question_presupposition,248c,13,question_presupposition
Samuel does forget about when those doctors bake.,The boys bake.,unembedded,Not_In_Example,Not_In_Example,neutral,1,question_presupposition,249n,13,question_presupposition
Samuel doesn't forget about when those doctors bake.,Those doctors bake,negated,Not_In_Example,Not_In_Example,positive,0,question_presupposition,250e,13,question_presupposition
Samuel doesn't forget about when those doctors bake.,Those doctors don't bake.,negated,Not_In_Example,Not_In_Example,negated,2,question_presupposition,251c,13,question_presupposition
Samuel doesn't forget about when those doctors bake.,The boys bake.,negated,Not_In_Example,Not_In_Example,neutral,1,question_presupposition,252n,13,question_presupposition
Does Samuel forget about when those doctors bake?,Those doctors bake,interrogative,Not_In_Example,Not_In_Example,positive,0,question_presupposition,253e,13,question_presupposition
Does Samuel forget about when those doctors bake?,Those doctors don't bake.,interrogative,Not_In_Example,Not_In_Example,negated,2,question_presupposition,254c,13,question_presupposition
Does Samuel forget about when those doctors bake?,The boys bake.,interrogative,Not_In_Example,Not_In_Example,neutral,1,question_presupposition,255n,13,question_presupposition
Samuel might forget about when those doctors bake.,Those doctors bake,modal,Not_In_Example,Not_In_Example,positive,0,question_presupposition,256e,13,question_presupposition
Samuel might forget about when those doctors bake.,Those doctors don't bake.,modal,Not_In_Example,Not_In_Example,negated,2,question_presupposition,257c,13,question_presupposition
Samuel might forget about when those doctors bake.,The boys bake.,modal,Not_In_Example,Not_In_Example,neutral,1,question_presupposition,258n,13,question_presupposition
"If Samuel does forget about when those doctors bake, it's okay.",Those doctors bake,conditional,Not_In_Example,Not_In_Example,positive,0,question_presupposition,259e,13,question_presupposition
"If Samuel does forget about when those doctors bake, it's okay.",Those doctors don't bake.,conditional,Not_In_Example,Not_In_Example,negated,2,question_presupposition,260c,13,question_presupposition
"If Samuel does forget about when those doctors bake, it's okay.",The boys bake.,conditional,Not_In_Example,Not_In_Example,neutral,1,question_presupposition,261n,13,question_presupposition
Samuel doesn't forget about when those doctors bake.,Samuel does forget about when those doctors bake.,Not_In_Example,negated,unembedded,Not_In_Example,2,question_presupposition,262c,13,question_presupposition
Does Samuel forget about when those doctors bake?,Samuel does forget about when those doctors bake.,Not_In_Example,interrogative,unembedded,Not_In_Example,1,question_presupposition,263n,13,question_presupposition
Samuel might forget about when those doctors bake.,Samuel does forget about when those doctors bake.,Not_In_Example,modal,unembedded,Not_In_Example,1,question_presupposition,264n,13,question_presupposition
"If Samuel does forget about when those doctors bake, it's okay.",Samuel does forget about when those doctors bake.,Not_In_Example,conditional,unembedded,Not_In_Example,1,question_presupposition,265n,13,question_presupposition
Those libraries forget when Judy is asking the association to boast.,Judy is asking the association to boast,unembedded,Not_In_Example,Not_In_Example,positive,0,question_presupposition,266e,14,question_presupposition
Those libraries forget when Judy is asking the association to boast.,Judy isn't asking the association to boast.,unembedded,Not_In_Example,Not_In_Example,negated,2,question_presupposition,267c,14,question_presupposition
Those libraries forget when Judy is asking the association to boast.,Danielle is asking the association to boast.,unembedded,Not_In_Example,Not_In_Example,neutral,1,question_presupposition,268n,14,question_presupposition
Those libraries don't forget when Judy is asking the association to boast.,Judy is asking the association to boast,negated,Not_In_Example,Not_In_Example,positive,0,question_presupposition,269e,14,question_presupposition
Those libraries don't forget when Judy is asking the association to boast.,Judy isn't asking the association to boast.,negated,Not_In_Example,Not_In_Example,negated,2,question_presupposition,270c,14,question_presupposition
Those libraries don't forget when Judy is asking the association to boast.,Danielle is asking the association to boast.,negated,Not_In_Example,Not_In_Example,neutral,1,question_presupposition,271n,14,question_presupposition
Do those libraries forget when Judy is asking the association to boast?,Judy is asking the association to boast,interrogative,Not_In_Example,Not_In_Example,positive,0,question_presupposition,272e,14,question_presupposition
Do those libraries forget when Judy is asking the association to boast?,Judy isn't asking the association to boast.,interrogative,Not_In_Example,Not_In_Example,negated,2,question_presupposition,273c,14,question_presupposition
Do those libraries forget when Judy is asking the association to boast?,Danielle is asking the association to boast.,interrogative,Not_In_Example,Not_In_Example,neutral,1,question_presupposition,274n,14,question_presupposition
Those libraries might forget when Judy is asking the association to boast.,Judy is asking the association to boast,modal,Not_In_Example,Not_In_Example,positive,0,question_presupposition,275e,14,question_presupposition
Those libraries might forget when Judy is asking the association to boast.,Judy isn't asking the association to boast.,modal,Not_In_Example,Not_In_Example,negated,2,question_presupposition,276c,14,question_presupposition
Those libraries might forget when Judy is asking the association to boast.,Danielle is asking the association to boast.,modal,Not_In_Example,Not_In_Example,neutral,1,question_presupposition,277n,14,question_presupposition
"If those libraries forget when Judy is asking the association to boast, it's okay.",Judy is asking the association to boast,conditional,Not_In_Example,Not_In_Example,positive,0,question_presupposition,278e,14,question_presupposition
"If those libraries forget when Judy is asking the association to boast, it's okay.",Judy isn't asking the association to boast.,conditional,Not_In_Example,Not_In_Example,negated,2,question_presupposition,279c,14,question_presupposition
"If those libraries forget when Judy is asking the association to boast, it's okay.",Danielle is asking the association to boast.,conditional,Not_In_Example,Not_In_Example,neutral,1,question_presupposition,280n,14,question_presupposition
Those libraries don't forget when Judy is asking the association to boast.,Those libraries forget when Judy is asking the association to boast.,Not_In_Example,negated,unembedded,Not_In_Example,2,question_presupposition,281c,14,question_presupposition
Do those libraries forget when Judy is asking the association to boast?,Those libraries forget when Judy is asking the association to boast.,Not_In_Example,interrogative,unembedded,Not_In_Example,1,question_presupposition,282n,14,question_presupposition
Those libraries might forget when Judy is asking the association to boast.,Those libraries forget when Judy is asking the association to boast.,Not_In_Example,modal,unembedded,Not_In_Example,1,question_presupposition,283n,14,question_presupposition
"If those libraries forget when Judy is asking the association to boast, it's okay.",Those libraries forget when Judy is asking the association to boast.,Not_In_Example,conditional,unembedded,Not_In_Example,1,question_presupposition,284n,14,question_presupposition
Monet finds out why the glove shrank.,The glove shrank,unembedded,Not_In_Example,Not_In_Example,positive,0,question_presupposition,285e,15,question_presupposition
Monet finds out why the glove shrank.,The glove didn't shrink.,unembedded,Not_In_Example,Not_In_Example,negated,2,question_presupposition,286c,15,question_presupposition
Monet finds out why the glove shrank.,Every shoe shrank.,unembedded,Not_In_Example,Not_In_Example,neutral,1,question_presupposition,287n,15,question_presupposition
Monet doesn't find out why the glove shrank.,The glove shrank,negated,Not_In_Example,Not_In_Example,positive,0,question_presupposition,288e,15,question_presupposition
Monet doesn't find out why the glove shrank.,The glove didn't shrink.,negated,Not_In_Example,Not_In_Example,negated,2,question_presupposition,289c,15,question_presupposition
Monet doesn't find out why the glove shrank.,Every shoe shrank.,negated,Not_In_Example,Not_In_Example,neutral,1,question_presupposition,290n,15,question_presupposition
Does Monet find out why the glove shrank?,The glove shrank,interrogative,Not_In_Example,Not_In_Example,positive,0,question_presupposition,291e,15,question_presupposition
Does Monet find out why the glove shrank?,The glove didn't shrink.,interrogative,Not_In_Example,Not_In_Example,negated,2,question_presupposition,292c,15,question_presupposition
Does Monet find out why the glove shrank?,Every shoe shrank.,interrogative,Not_In_Example,Not_In_Example,neutral,1,question_presupposition,293n,15,question_presupposition
Monet might find out why the glove shrank.,The glove shrank,modal,Not_In_Example,Not_In_Example,positive,0,question_presupposition,294e,15,question_presupposition
Monet might find out why the glove shrank.,The glove didn't shrink.,modal,Not_In_Example,Not_In_Example,negated,2,question_presupposition,295c,15,question_presupposition
Monet might find out why the glove shrank.,Every shoe shrank.,modal,Not_In_Example,Not_In_Example,neutral,1,question_presupposition,296n,15,question_presupposition
"If Monet finds out why the glove shrank, it's okay.",The glove shrank,conditional,Not_In_Example,Not_In_Example,positive,0,question_presupposition,297e,15,question_presupposition
"If Monet finds out why the glove shrank, it's okay.",The glove didn't shrink.,conditional,Not_In_Example,Not_In_Example,negated,2,question_presupposition,298c,15,question_presupposition
"If Monet finds out why the glove shrank, it's okay.",Every shoe shrank.,conditional,Not_In_Example,Not_In_Example,neutral,1,question_presupposition,299n,15,question_presupposition
Monet doesn't find out why the glove shrank.,Monet finds out why the glove shrank.,Not_In_Example,negated,unembedded,Not_In_Example,2,question_presupposition,300c,15,question_presupposition
Does Monet find out why the glove shrank?,Monet finds out why the glove shrank.,Not_In_Example,interrogative,unembedded,Not_In_Example,1,question_presupposition,301n,15,question_presupposition
Monet might find out why the glove shrank.,Monet finds out why the glove shrank.,Not_In_Example,modal,unembedded,Not_In_Example,1,question_presupposition,302n,15,question_presupposition
"If Monet finds out why the glove shrank, it's okay.",Monet finds out why the glove shrank.,Not_In_Example,conditional,unembedded,Not_In_Example,1,question_presupposition,303n,15,question_presupposition
The guys were figuring out how women have figured out who won't chat.,Women have figured out who won't chat,unembedded,Not_In_Example,Not_In_Example,positive,0,question_presupposition,304e,16,question_presupposition
The guys were figuring out how women have figured out who won't chat.,Women haven't figured out who won't chat.,unembedded,Not_In_Example,Not_In_Example,negated,2,question_presupposition,305c,16,question_presupposition
The guys were figuring out how women have figured out who won't chat.,This lady have figured out who won't chat.,unembedded,Not_In_Example,Not_In_Example,neutral,1,question_presupposition,306n,16,question_presupposition
The guys aren't figuring out how women have figured out who won't chat.,Women have figured out who won't chat,negated,Not_In_Example,Not_In_Example,positive,0,question_presupposition,307e,16,question_presupposition
The guys aren't figuring out how women have figured out who won't chat.,Women haven't figured out who won't chat.,negated,Not_In_Example,Not_In_Example,negated,2,question_presupposition,308c,16,question_presupposition
The guys aren't figuring out how women have figured out who won't chat.,This lady have figured out who won't chat.,negated,Not_In_Example,Not_In_Example,neutral,1,question_presupposition,309n,16,question_presupposition
Are the guys figuring out how women have figured out who won't chat?,Women have figured out who won't chat,interrogative,Not_In_Example,Not_In_Example,positive,0,question_presupposition,310e,16,question_presupposition
Are the guys figuring out how women have figured out who won't chat?,Women haven't figured out who won't chat.,interrogative,Not_In_Example,Not_In_Example,negated,2,question_presupposition,311c,16,question_presupposition
Are the guys figuring out how women have figured out who won't chat?,This lady have figured out who won't chat.,interrogative,Not_In_Example,Not_In_Example,neutral,1,question_presupposition,312n,16,question_presupposition
The guys might be figuring out how women have figured out who won't chat.,Women have figured out who won't chat,modal,Not_In_Example,Not_In_Example,positive,0,question_presupposition,313e,16,question_presupposition
The guys might be figuring out how women have figured out who won't chat.,Women haven't figured out who won't chat.,modal,Not_In_Example,Not_In_Example,negated,2,question_presupposition,314c,16,question_presupposition
The guys might be figuring out how women have figured out who won't chat.,This lady have figured out who won't chat.,modal,Not_In_Example,Not_In_Example,neutral,1,question_presupposition,315n,16,question_presupposition
"If the guys were figuring out how women have figured out who won't chat, it's okay.",Women have figured out who won't chat,conditional,Not_In_Example,Not_In_Example,positive,0,question_presupposition,316e,16,question_presupposition
"If the guys were figuring out how women have figured out who won't chat, it's okay.",Women haven't figured out who won't chat.,conditional,Not_In_Example,Not_In_Example,negated,2,question_presupposition,317c,16,question_presupposition
"If the guys were figuring out how women have figured out who won't chat, it's okay.",This lady have figured out who won't chat.,conditional,Not_In_Example,Not_In_Example,neutral,1,question_presupposition,318n,16,question_presupposition
The guys aren't figuring out how women have figured out who won't chat.,The guys were figuring out how women have figured out who won't chat.,Not_In_Example,negated,unembedded,Not_In_Example,2,question_presupposition,319c,16,question_presupposition
Are the guys figuring out how women have figured out who won't chat?,The guys were figuring out how women have figured out who won't chat.,Not_In_Example,interrogative,unembedded,Not_In_Example,1,question_presupposition,320n,16,question_presupposition
The guys might be figuring out how women have figured out who won't chat.,The guys were figuring out how women have figured out who won't chat.,Not_In_Example,modal,unembedded,Not_In_Example,1,question_presupposition,321n,16,question_presupposition
"If the guys were figuring out how women have figured out who won't chat, it's okay.",The guys were figuring out how women have figured out who won't chat.,Not_In_Example,conditional,unembedded,Not_In_Example,1,question_presupposition,322n,16,question_presupposition
Gary realized why Kenneth does stun Jodi.,Kenneth does stun Jodi,unembedded,Not_In_Example,Not_In_Example,positive,0,question_presupposition,323e,17,question_presupposition
Gary realized why Kenneth does stun Jodi.,Kenneth doesn't stun Jodi.,unembedded,Not_In_Example,Not_In_Example,negated,2,question_presupposition,324c,17,question_presupposition
Gary realized why Kenneth does stun Jodi.,Mirrors does stun Jodi.,unembedded,Not_In_Example,Not_In_Example,neutral,1,question_presupposition,325n,17,question_presupposition
Gary didn't realize why Kenneth does stun Jodi.,Kenneth does stun Jodi,negated,Not_In_Example,Not_In_Example,positive,0,question_presupposition,326e,17,question_presupposition
Gary didn't realize why Kenneth does stun Jodi.,Kenneth doesn't stun Jodi.,negated,Not_In_Example,Not_In_Example,negated,2,question_presupposition,327c,17,question_presupposition
Gary didn't realize why Kenneth does stun Jodi.,Mirrors does stun Jodi.,negated,Not_In_Example,Not_In_Example,neutral,1,question_presupposition,328n,17,question_presupposition
Did Gary realize why Kenneth does stun Jodi?,Kenneth does stun Jodi,interrogative,Not_In_Example,Not_In_Example,positive,0,question_presupposition,329e,17,question_presupposition
Did Gary realize why Kenneth does stun Jodi?,Kenneth doesn't stun Jodi.,interrogative,Not_In_Example,Not_In_Example,negated,2,question_presupposition,330c,17,question_presupposition
Did Gary realize why Kenneth does stun Jodi?,Mirrors does stun Jodi.,interrogative,Not_In_Example,Not_In_Example,neutral,1,question_presupposition,331n,17,question_presupposition
Gary might have realized why Kenneth does stun Jodi.,Kenneth does stun Jodi,modal,Not_In_Example,Not_In_Example,positive,0,question_presupposition,332e,17,question_presupposition
Gary might have realized why Kenneth does stun Jodi.,Kenneth doesn't stun Jodi.,modal,Not_In_Example,Not_In_Example,negated,2,question_presupposition,333c,17,question_presupposition
